"team","first_half_rush_success","second_half_rush_success","first_half_ypc","second_half_ypc","first_half_stuff_rate","second_half_stuff_rate","rush_success_trend","ypc_trend","stuff_rate_trend"
"Miami",0.440913253413253,0.469742022683199,4.21200327450327,4.88226960947549,0.128377178377178,0.159525441878383,0.0288287692699458,0.670266334972217,0.0311482635012047
"Ohio State",0.426854395604396,0.512901791191265,4.73943070818071,5.22533073651495,0.195199938949939,0.187906245800983,0.0860473955868692,0.485900028334238,-0.00729369314895631
