"period","games","avg_plays","avg_epa_per_play","avg_success_rate","avg_explosives","avg_pass_rate","team"
1,13,18.6923076923077,0.0457066894440001,0.467482382966271,1.46153846153846,0.419707789139046,"Miami"
2,13,23.7692307692308,0.0284929978898819,0.375347748056982,2.07692307692308,0.391722243567644,"Miami"
3,13,19.8461538461538,0.01197129144263,0.461722875208876,1.92307692307692,0.378902495105887,"Miami"
4,13,22.3076923076923,0.0191499670402343,0.39328291770747,1.07692307692308,0.290319086994279,"Miami"
1,13,17.9230769230769,0.0737310097235532,0.537842055605213,1.53846153846154,0.440571855045539,"Ohio State"
2,13,20.7692307692308,0.171793059213454,0.436474583109199,1.53846153846154,0.430821902456518,"Ohio State"
3,13,20.7692307692308,0.234188066877319,0.516208790760547,1.61538461538462,0.418615592466043,"Ohio State"
4,13,17.2307692307692,0.102033821352737,0.466399140024848,1.30769230769231,0.222521077218365,"Ohio State"
