"total_drives","avg_plays_per_drive","avg_yards_per_drive","avg_epa_per_drive","scoring_pct","points_per_drive","td_pct","fg_pct","avg_start_position","team"
160,6.875,40.80625,0.177744342880868,0.46875,2.7125,0.3375,0.11875,48.425,"Miami"
135,7.38518518518519,48.8444444444444,1.05558579874619,0.57037037037037,3.41481481481481,0.437037037037037,0.125925925925926,44.7481481481481,"Ohio State"
