"period","games","avg_rush_plays","avg_rush_epa","avg_rush_success","avg_ypc","avg_stuff_rate","avg_explosive_rate","team"
1,13,7.38461538461539,0.0225966874750751,0.51510989010989,4.31578144078144,0.0691086691086691,0.0983516483516483,"Miami"
2,13,7.69230769230769,-0.0773975449443485,0.366716616716617,4.10822510822511,0.187645687645688,0.0869130869130869,"Miami"
3,13,8.69230769230769,0.0214024641141862,0.493131868131868,4.85159007659008,0.13520646020646,0.17016317016317,"Miami"
4,13,9.61538461538461,-0.0784896606041584,0.44635217723453,4.91294914236091,0.183844423550306,0.160155857214681,"Miami"
1,13,7.15384615384615,-0.0828106279566217,0.458424908424908,4.8003663003663,0.15540293040293,0.1747557997558,"Ohio State"
2,13,7.30769230769231,-0.035336935699008,0.395283882783883,4.67849511599512,0.234996947496947,0.125152625152625,"Ohio State"
3,13,8.69230769230769,0.108947339727182,0.513247863247863,4.63183760683761,0.184035409035409,0.108730158730159,"Ohio State"
4,13,9.92307692307692,0.093491725832038,0.512555719134666,5.81882386619229,0.191777082566556,0.179134462029199,"Ohio State"
