"team","first_half_stuff_rate","second_half_stuff_rate","first_half_ypc_allowed","second_half_ypc_allowed","first_half_success_allowed","second_half_success_allowed","stuff_rate_trend","ypc_allowed_trend","run_defense_trend"
"Miami",0.255258730711219,0.22904499346807,3.49394803286206,4.25040504367427,0.284063171619733,0.36973923512385,-0.026213737243149,0.756457010812214,-0.173809417405186
"Ohio State",0.254136141636142,0.186923030673031,3.60544871794872,3.64748006623007,0.284401709401709,0.336709817959818,-0.067213110963111,0.0420313482813488,-0.0818983280004452
