"Matchup","Team1_Strength","Team1_Value","Team1_Pctl","Team2_Weakness","Team2_Value","Team2_Pctl","Edge_For"
"Defense_RedZone_TD_Rate","Defense_RedZone_TD_Rate_season_avg",0.1859,29.6,"Offense_RedZone_TD_Rate_season_avg",0.2359,38.6,"Ohio State"
